Invoice,Hold Date,Hold Code,Release Code,Release Reason,Status Flag
7827731,5/3/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827769,5/3/2017 17:34,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7829734,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830187,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830113,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830249,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831119,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831465,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831499,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831512,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831286,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831530,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831832,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831833,5/3/2017 17:35,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7832280,5/3/2017 17:35,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7832918,5/3/2017 17:36,QTY REC,MATCHED,Passed matching condition,0
7833138,5/3/2017 17:36,AP RVW - BACKUP WITHHOLDI,APPROVED,Hold Released,0
7833700,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7833519,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7833945,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7834075,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835212,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835256,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835258,5/3/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835367,5/3/2017 17:37,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835367,5/3/2017 17:37,CANNOT EXECUTE ALLOCATION,APPROVED,Hold Released,0
7835367,5/3/2017 17:37,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835519,5/3/2017 17:38,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835519,5/3/2017 17:38,Research Tax Credit Varia,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835576,5/3/2017 17:39,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835578,5/3/2017 17:39,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835470,5/3/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835542,5/3/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835478,5/3/2017 17:39,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835499,5/3/2017 17:40,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835500,5/3/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7835572,5/3/2017 17:40,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7835872,5/4/2017 3:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835876,5/4/2017 3:49,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835888,5/4/2017 3:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835890,5/4/2017 3:58,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835892,5/4/2017 4:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835897,5/4/2017 4:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835899,5/4/2017 4:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835902,5/4/2017 4:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835904,5/4/2017 4:06,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835906,5/4/2017 4:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835908,5/4/2017 4:08,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835914,5/4/2017 4:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835849,5/4/2017 3:14,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835877,5/4/2017 3:50,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835879,5/4/2017 3:50,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835881,5/4/2017 3:51,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835883,5/4/2017 3:52,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835887,5/4/2017 3:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835889,5/4/2017 3:58,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835891,5/4/2017 3:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835893,5/4/2017 4:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835896,5/4/2017 4:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835901,5/4/2017 4:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835903,5/4/2017 4:06,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835905,5/4/2017 4:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835909,5/4/2017 4:08,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835911,5/4/2017 4:09,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835916,5/4/2017 4:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835920,5/4/2017 4:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835922,5/4/2017 4:14,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835924,5/4/2017 4:15,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835929,5/4/2017 4:18,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835931,5/4/2017 4:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835933,5/4/2017 4:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835936,5/4/2017 4:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835937,5/4/2017 4:21,INVALID PTA,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835940,5/4/2017 4:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835942,5/4/2017 4:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835944,5/4/2017 4:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835945,5/4/2017 4:25,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835947,5/4/2017 4:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835949,5/4/2017 4:29,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835952,5/4/2017 4:31,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7835953,5/4/2017 4:33,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828207,4/30/2017 4:45,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828516,4/30/2017 8:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829010,4/30/2017 10:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829244,4/30/2017 11:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828821,4/30/2017 9:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828285,4/30/2017 6:01,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829038,4/30/2017 10:55,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828521,4/30/2017 8:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829036,4/30/2017 10:53,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7838146,5/4/2017 12:46,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828324,5/4/2017 12:55,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828322,4/30/2017 6:17,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828896,5/4/2017 13:10,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7828890,4/30/2017 9:49,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7837851,5/4/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837852,5/4/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837853,5/4/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837856,5/4/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838115,5/4/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838123,5/4/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838125,5/4/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838126,5/4/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838131,5/4/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838132,5/4/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837956,5/4/2017 13:26,QTY REC,MATCHED,Passed matching condition,0
7837964,5/4/2017 13:26,QTY REC,MATCHED,Passed matching condition,0
7837976,5/4/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837976,5/4/2017 13:27,Research Tax Credit Varia,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7837995,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7837995,5/4/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7836590,5/4/2017 9:18,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836591,5/4/2017 9:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836592,5/4/2017 9:20,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836594,5/4/2017 9:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836596,5/4/2017 9:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836597,5/4/2017 9:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836598,5/4/2017 9:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836602,5/4/2017 9:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836613,5/4/2017 9:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836668,5/4/2017 9:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836670,5/4/2017 9:33,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836678,5/4/2017 9:36,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836681,5/4/2017 9:38,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836688,5/4/2017 9:41,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836690,5/4/2017 9:41,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836694,5/4/2017 9:43,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836699,5/4/2017 9:45,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836700,5/4/2017 9:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836717,5/4/2017 9:54,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836719,5/4/2017 9:56,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836726,5/4/2017 9:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836732,5/4/2017 10:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836742,5/4/2017 10:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836744,5/4/2017 10:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836752,5/4/2017 10:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836752,5/4/2017 10:19,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7836752,5/4/2017 10:19,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7836761,5/4/2017 10:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836765,5/4/2017 10:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836768,5/4/2017 10:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836773,5/4/2017 10:31,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836776,5/4/2017 10:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836858,5/4/2017 11:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836859,5/4/2017 11:25,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7824351,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824354,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824454,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824605,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824620,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7824898,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7825128,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7825130,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826750,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7826587,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827214,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827501,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827484,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827350,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827352,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827799,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827731,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7827769,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7829734,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830187,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830113,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7830249,5/4/2017 13:06,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831119,5/4/2017 13:07,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7831465,5/4/2017 13:07,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838143,5/4/2017 12:38,INVALID PTA,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7838144,5/4/2017 12:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7838149,5/4/2017 12:47,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7837637,5/4/2017 13:14,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837648,5/4/2017 13:14,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837660,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837667,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837671,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837675,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837435,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837455,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837462,5/4/2017 13:15,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837470,5/4/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837475,5/4/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837492,5/4/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837502,5/4/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837460,5/4/2017 13:16,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837486,5/4/2017 13:17,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837512,5/4/2017 13:17,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837533,5/4/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837534,5/4/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837537,5/4/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837538,5/4/2017 13:18,QTY REC,MATCHED,Passed matching condition,0
7837538,5/4/2017 13:18,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837538,5/4/2017 13:18,Research Tax Credit Varia,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836721,5/4/2017 9:56,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836721,5/4/2017 9:56,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836731,5/4/2017 10:03,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836783,5/4/2017 10:37,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836785,5/4/2017 10:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836786,5/4/2017 10:40,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836788,5/4/2017 10:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836818,5/4/2017 11:06,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7836830,5/4/2017 11:13,1099 Reportable w no TIN,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7837873,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837874,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837875,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837876,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837877,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837879,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837883,5/4/2017 13:21,QTY REC,MATCHED,Passed matching condition,0
7837681,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837682,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837686,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837687,5/4/2017 13:21,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837698,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837701,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837704,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837708,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837738,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837740,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837742,5/4/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837746,5/4/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837748,5/4/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837758,5/4/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837762,5/4/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7837769,5/4/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7836593,5/4/2017 9:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836607,5/4/2017 9:28,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836664,5/4/2017 9:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836667,5/4/2017 9:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836671,5/4/2017 9:33,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7829079,4/30/2017 11:20,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836680,5/4/2017 9:37,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836683,5/4/2017 9:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836697,5/4/2017 9:44,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836702,5/4/2017 9:48,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836705,5/4/2017 9:49,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836709,5/4/2017 9:51,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836715,5/4/2017 9:53,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7833110,5/3/2017 11:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836722,5/4/2017 9:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836733,5/4/2017 10:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7836309,5/4/2017 7:32,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7838001,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7838002,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7838006,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7838008,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7838023,5/4/2017 13:27,QTY REC,MATCHED,Passed matching condition,0
7838025,5/4/2017 13:28,QTY REC,MATCHED,Passed matching condition,0
7838039,5/4/2017 13:28,QTY REC,MATCHED,Passed matching condition,0
7838042,5/4/2017 13:28,QTY REC,MATCHED,Passed matching condition,0
7838051,5/4/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838054,5/4/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838055,5/4/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838056,5/4/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7838057,5/4/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7836730,5/4/2017 10:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
