"Invoice","Invoice Date","Invoice Type","Pay Method","Payment Flag","Invoice Amount"
7836156,04-MAY-17 07:06:04,"STANDARD","CHECK",1,236
7836157,04-MAY-17 07:06:04,"STANDARD","CHECK",1,582
7836158,04-MAY-17 07:06:07,"STANDARD","CHECK",1,47.2
7836159,04-MAY-17 07:06:08,"STANDARD","EFT",1,941.5
7836160,04-MAY-17 07:06:09,"STANDARD","EFT",1,1046.58
7836161,04-MAY-17 07:06:10,"STANDARD","EFT",1,428.84
7836162,04-MAY-17 07:06:13,"STANDARD","EFT",1,1450.71
7836163,04-MAY-17 07:06:15,"STANDARD","EFT",1,4667.66
7836165,04-MAY-17 07:06:16,"STANDARD","CHECK",1,40.95
7836164,04-MAY-17 07:06:16,"STANDARD","CHECK",1,414.4
7836166,04-MAY-17 07:06:19,"STANDARD","CHECK",1,682.58
7836167,04-MAY-17 07:06:21,"STANDARD","EFT",1,234.79
7836168,04-MAY-17 07:06:22,"STANDARD","EFT",1,208
7836169,04-MAY-17 07:06:23,"STANDARD","EFT",1,106.05
7836170,04-MAY-17 07:06:24,"STANDARD","CHECK",1,195
7836172,04-MAY-17 07:06:28,"STANDARD","EFT",1,516.22
7836173,04-MAY-17 07:06:28,"STANDARD","EFT",1,309.98
7836171,04-MAY-17 07:06:28,"STANDARD","EFT",1,123.75
7836174,04-MAY-17 07:06:29,"STANDARD","EFT",1,1419.35
7836175,04-MAY-17 07:06:34,"STANDARD","CHECK",1,523.54
7836176,04-MAY-17 07:06:34,"STANDARD","CHECK",1,85.84
7836177,04-MAY-17 07:06:34,"STANDARD","EFT",1,298.5
7836178,04-MAY-17 07:06:35,"STANDARD","EFT",1,613.19
7836180,04-MAY-17 07:06:41,"STANDARD","EFT",1,2872.92
7836182,04-MAY-17 07:06:41,"STANDARD","EFT",1,1147.82
7836179,04-MAY-17 07:06:41,"STANDARD","EFT",1,895.39
7836181,04-MAY-17 07:06:41,"STANDARD","EFT",1,2686.02
7836183,04-MAY-17 07:06:48,"STANDARD","EFT",1,16.1
7836185,04-MAY-17 07:06:48,"STANDARD","CHECK",1,108
7836184,04-MAY-17 07:06:48,"STANDARD","EFT",1,223.62
7836186,04-MAY-17 07:06:48,"STANDARD","EFT",1,65.4
7836187,04-MAY-17 07:06:53,"STANDARD","EFT",1,110.18
7836189,04-MAY-17 07:06:54,"STANDARD","EFT",1,18.85
7836190,04-MAY-17 07:06:54,"STANDARD","CHECK",1,47.2
7836188,04-MAY-17 07:06:54,"STANDARD","CHECK",1,112.5
7836192,04-MAY-17 07:06:59,"STANDARD","EFT",1,42.8
7836191,04-MAY-17 07:06:59,"STANDARD","EFT",1,97.04
7836193,04-MAY-17 07:07:00,"STANDARD","EFT",1,320.89
7836194,04-MAY-17 07:07:01,"STANDARD","CHECK",1,314.62
7836196,04-MAY-17 07:07:05,"STANDARD","CHECK",1,271.2
7836195,04-MAY-17 07:07:05,"STANDARD","EFT",1,140.6
7836197,04-MAY-17 07:07:06,"STANDARD","EFT",1,235.03
7836198,04-MAY-17 07:07:07,"STANDARD","EFT",1,55.32
7836199,04-MAY-17 07:07:10,"STANDARD","EFT",1,336.33
7836201,04-MAY-17 07:07:11,"STANDARD","EFT",1,539.68
7836200,04-MAY-17 07:07:11,"STANDARD","CHECK",1,585
7836203,04-MAY-17 07:07:12,"STANDARD","CHECK",1,1301.31
7836202,04-MAY-17 07:07:12,"STANDARD","CHECK",1,76.36
7836204,04-MAY-17 07:07:16,"STANDARD","EFT",1,1019.29
7836205,04-MAY-17 07:07:17,"STANDARD","EFT",1,1494.28
7836206,04-MAY-17 07:07:17,"STANDARD","EFT",1,447.59
7836207,04-MAY-17 07:07:18,"STANDARD","EFT",1,2469.25
7836208,04-MAY-17 07:07:23,"STANDARD","EFT",1,1933.49
7836209,04-MAY-17 07:07:23,"STANDARD","CHECK",1,116.41
7836210,04-MAY-17 07:07:25,"STANDARD","EFT",1,35.82
7836211,04-MAY-17 07:07:28,"STANDARD","CHECK",1,271.2
7836213,04-MAY-17 07:07:29,"STANDARD","EFT",1,37.05
7836212,04-MAY-17 07:07:29,"STANDARD","EFT",1,140.22
7836214,04-MAY-17 07:07:30,"STANDARD","CHECK",1,284.5
7836217,04-MAY-17 07:07:34,"STANDARD","EFT",1,1535.96
7836216,04-MAY-17 07:07:34,"STANDARD","EFT",1,924.83
7836215,04-MAY-17 07:07:34,"STANDARD","CHECK",1,1461.66
7836218,04-MAY-17 07:08:03,"STANDARD","CHECK",1,856.8
7836219,04-MAY-17 07:08:14,"STANDARD","CHECK",1,90.23
7836220,04-MAY-17 07:08:51,"STANDARD","CHECK",1,469.71
7836221,04-MAY-17 07:09:14,"STANDARD","CHECK",1,350
7836222,04-MAY-17 07:10:11,"STANDARD","EFT",1,15.92
7836224,04-MAY-17 07:10:45,"STANDARD","CHECK",1,961.87
7836225,04-MAY-17 07:10:48,"STANDARD","EFT",1,35.82
7836226,04-MAY-17 07:11:08,"STANDARD","EFT",1,191.04
7836227,04-MAY-17 07:11:31,"STANDARD","EFT",1,15.92
7836228,04-MAY-17 07:11:56,"STANDARD","EFT",1,199.2
7836229,04-MAY-17 07:11:57,"STANDARD","EFT",1,119.6
7836230,04-MAY-17 07:12:37,"STANDARD","EFT",1,13.96
7836231,04-MAY-17 07:12:43,"STANDARD","EFT",1,15.92
7836232,04-MAY-17 07:12:50,"STANDARD","EFT",1,31.84
7836233,04-MAY-17 07:13:28,"STANDARD","EFT",1,39.8
7836234,04-MAY-17 07:13:34,"STANDARD","EFT",1,161.46
7836235,04-MAY-17 07:13:39,"STANDARD","EFT",1,87.56
7836236,04-MAY-17 07:13:49,"STANDARD","WIRE",1,465
7836237,04-MAY-17 07:14:17,"STANDARD","EFT",1,15.92
7836238,04-MAY-17 07:14:17,"STANDARD","EFT",1,13.96
7836240,04-MAY-17 07:15:02,"STANDARD","EFT",1,31.84
7836241,04-MAY-17 07:15:08,"STANDARD","EFT",1,15.92
7836242,04-MAY-17 07:15:17,"STANDARD","EFT",1,47.76
7836243,04-MAY-17 07:15:52,"STANDARD","EFT",1,39.8
7836244,04-MAY-17 07:16:00,"STANDARD","EFT",1,143.28
7836245,04-MAY-17 07:16:17,"STANDARD","EFT",1,17.45
7836246,04-MAY-17 07:16:27,"STANDARD","EFT",1,45.77
7836247,04-MAY-17 07:16:41,"STANDARD","CHECK",1,15
7836249,04-MAY-17 07:17:13,"STANDARD","EFT",1,47.76
7836250,04-MAY-17 07:17:26,"STANDARD","EFT",1,47.76
7836251,04-MAY-17 07:17:30,"STANDARD","EFT",1,59.8
7836252,04-MAY-17 07:17:50,"STANDARD","EFT",1,23.88
7836253,04-MAY-17 07:18:14,"STANDARD","EFT",1,258.96
7836254,04-MAY-17 07:18:29,"STANDARD","EFT",1,15.92
7836255,04-MAY-17 07:18:32,"STANDARD","EFT",1,15.92
7836256,04-MAY-17 07:19:04,"STANDARD","EFT",1,35.82
7836257,04-MAY-17 07:19:15,"STANDARD","EFT",1,73.63
7836258,04-MAY-17 07:19:16,"STANDARD","CHECK",1,774.67
7836259,04-MAY-17 07:19:47,"STANDARD","EFT",1,45.77
7836260,04-MAY-17 07:19:56,"STANDARD","EFT",1,59.8
7836261,04-MAY-17 07:20:07,"STANDARD","EFT",1,13.96
7836262,04-MAY-17 07:20:20,"STANDARD","XXDL_SUA_PYMT",1,211.55
7836263,04-MAY-17 07:20:25,"STANDARD","EFT",1,29.85
7836264,04-MAY-17 07:20:38,"STANDARD","EFT",1,107.88
7836266,04-MAY-17 07:21:21,"STANDARD","EFT",1,15.92
7836267,04-MAY-17 07:21:24,"STANDARD","EFT",1,79.6
7836268,04-MAY-17 07:21:26,"STANDARD","EFT",1,177266
7836269,04-MAY-17 07:21:45,"STANDARD","EFT",1,39.8
7836270,04-MAY-17 07:22:24,"STANDARD","EFT",1,239.2
7836271,04-MAY-17 07:22:32,"STANDARD","EFT",1,45.77
7836272,04-MAY-17 07:22:35,"STANDARD","EFT",1,15.92
7836273,04-MAY-17 07:22:57,"STANDARD","EFT",1,20.94
7836274,04-MAY-17 07:23:13,"STANDARD","EFT",1,15.92
7836275,04-MAY-17 07:23:20,"STANDARD","EFT",1,47.76
7836276,04-MAY-17 07:23:38,"STANDARD","EFT",1,15.92
7836277,04-MAY-17 07:23:53,"STANDARD","EFT",1,13.96
7836278,04-MAY-17 07:24:08,"STANDARD","EFT",1,23.88
7836279,04-MAY-17 07:24:34,"STANDARD","CHECK",1,5640
7836280,04-MAY-17 07:24:41,"STANDARD","EFT",1,10.47
7836281,04-MAY-17 07:24:50,"STANDARD","EFT",1,31.84
7836282,04-MAY-17 07:24:58,"STANDARD","EFT",1,57.71
7836283,04-MAY-17 07:25:21,"STANDARD","CHECK",1,327.91
7836284,04-MAY-17 07:25:41,"STANDARD","EFT",1,19.9
7836285,04-MAY-17 07:25:42,"STANDARD","EFT",1,47.76
7836286,04-MAY-17 07:26:15,"STANDARD","EFT",1,47.76
7836287,04-MAY-17 07:26:25,"STANDARD","EFT",1,448.2
7836288,04-MAY-17 07:26:30,"STANDARD","CHECK",1,1385.13
7836289,04-MAY-17 07:26:57,"STANDARD","EFT",1,59.7
7836290,04-MAY-17 07:27:05,"STANDARD","EFT",1,23.88
7836291,04-MAY-17 07:27:13,"STANDARD","CHECK",1,412.95
7836292,04-MAY-17 07:27:25,"STANDARD","EFT",1,39.8
7836294,04-MAY-17 07:27:42,"STANDARD","CHECK",1,3254.03
7836293,04-MAY-17 07:27:42,"STANDARD","EFT",1,31.84
7836295,04-MAY-17 07:27:54,"STANDARD","EFT",1,15.92
7836296,04-MAY-17 07:28:32,"STANDARD","EFT",1,31.84
7836297,04-MAY-17 07:28:39,"STANDARD","EFT",1,47.76
7836298,04-MAY-17 07:28:50,"STANDARD","CHECK",1,217.5
7836299,04-MAY-17 07:29:22,"STANDARD","EFT",1,43.78
7836300,04-MAY-17 07:29:30,"STANDARD","EFT",1,175.12
7836301,04-MAY-17 07:29:46,"STANDARD","CHECK",1,11648
7836302,04-MAY-17 07:29:59,"STANDARD","EFT",1,95.57
7836303,04-MAY-17 07:30:06,"STANDARD","EFT",1,31.84
7836304,04-MAY-17 07:30:37,"STANDARD","CHECK",1,379.8
7836306,04-MAY-17 07:30:42,"STANDARD","EFT",1,113.62
7836307,04-MAY-17 07:31:22,"STANDARD","EFT",1,15.92
7836308,04-MAY-17 07:31:32,"STANDARD","EFT",1,27.86
7836309,04-MAY-17 07:31:52,"STANDARD","EFT",1,83.58
7836310,04-MAY-17 07:31:53,"STANDARD","EFT",1,15.92
7836311,04-MAY-17 07:32:09,"STANDARD","EFT",1,31.35
7836312,04-MAY-17 07:32:29,"STANDARD","EFT",1,69.65
7836313,04-MAY-17 07:32:31,"STANDARD","EFT",1,13.96
7836314,04-MAY-17 07:32:39,"STANDARD","EFT",1,17.27
7836315,04-MAY-17 07:32:41,"STANDARD","EFT",1,13.96
7836316,04-MAY-17 07:32:57,"STANDARD","EFT",1,95.37
7836317,04-MAY-17 07:33:12,"STANDARD","EFT",1,30
7836318,04-MAY-17 07:33:28,"STANDARD","EFT",1,39.8
7836319,04-MAY-17 07:33:30,"STANDARD","EFT",1,49.8
7836320,04-MAY-17 07:33:45,"STANDARD","EFT",1,26.77
7836321,04-MAY-17 07:34:25,"STANDARD","EFT",1,47.76
7836322,04-MAY-17 07:34:27,"STANDARD","EFT",1,131.56
7836323,04-MAY-17 07:34:37,"STANDARD","EFT",1,95.68
7836324,04-MAY-17 07:34:46,"STANDARD","EFT",1,64.37
7836325,04-MAY-17 07:34:56,"STANDARD","EFT",1,16
7836326,04-MAY-17 07:35:13,"STANDARD","EFT",1,77.61
7836327,04-MAY-17 07:35:26,"STANDARD","EFT",1,20.94
7836328,04-MAY-17 07:35:34,"STANDARD","EFT",1,15.92
7836329,04-MAY-17 07:35:42,"STANDARD","EFT",1,15.92
7836330,04-MAY-17 07:36:00,"STANDARD","EFT",1,57.71
7836331,04-MAY-17 07:36:16,"STANDARD","EFT",1,79.6
7836332,04-MAY-17 07:36:49,"STANDARD","EFT",1,60
7836333,04-MAY-17 07:36:49,"STANDARD","EFT",1,119.4
7836334,04-MAY-17 07:37:02,"STANDARD","EFT",1,39.31
7836335,04-MAY-17 07:37:06,"STANDARD","EFT",1,40.39
7836336,04-MAY-17 07:37:20,"STANDARD","EFT",1,17.91
7836337,04-MAY-17 07:37:39,"STANDARD","EFT",1,63.49
7836338,04-MAY-17 07:37:44,"STANDARD","EFT",1,17.91
7836339,04-MAY-17 07:38:11,"STANDARD","EFT",1,27.86
7836340,04-MAY-17 07:38:53,"STANDARD","EFT",1,23.88
7836341,04-MAY-17 07:39:06,"STANDARD","EFT",1,10.47
7836342,04-MAY-17 07:39:06,"STANDARD","EFT",1,15.92
7836343,04-MAY-17 07:39:07,"STANDARD","EFT",1,96.71
7836344,04-MAY-17 07:39:44,"STANDARD","EFT",1,60
7836345,04-MAY-17 07:39:54,"STANDARD","EFT",1,107.46
7836346,04-MAY-17 07:40:09,"STANDARD","EFT",1,318.72
7836347,04-MAY-17 07:40:14,"STANDARD","EFT",1,135.32
7836348,04-MAY-17 07:40:23,"STANDARD","EFT",1,71.76
7836349,04-MAY-17 07:40:31,"STANDARD","EFT",1,48.72
7836350,04-MAY-17 07:41:18,"STANDARD","EFT",1,29.85
7836351,04-MAY-17 07:41:28,"STANDARD","EFT",1,111.12
7836352,04-MAY-17 07:41:31,"STANDARD","EFT",1,13.96
7836353,04-MAY-17 07:42:24,"STANDARD","EFT",1,56.37
7836354,04-MAY-17 07:42:33,"STANDARD","EFT",1,70
7836355,04-MAY-17 07:43:09,"STANDARD","CHECK",1,2036.46
7836356,04-MAY-17 07:43:24,"STANDARD","EFT",1,25.66
7836357,04-MAY-17 07:43:34,"STANDARD","EFT",1,51.74
7836358,04-MAY-17 07:44:06,"STANDARD","CHECK",1,288.91
7836360,04-MAY-17 07:44:42,"STANDARD","CHECK",1,525.99
7836361,04-MAY-17 07:44:57,"STANDARD","EFT",1,38.43
7836362,04-MAY-17 07:45:28,"STANDARD","EFT",1,500
7836364,04-MAY-17 07:45:58,"STANDARD","EFT",1,47.31
7836365,04-MAY-17 07:46:20,"STANDARD","EFT",1,125
7836366,04-MAY-17 07:46:35,"STANDARD","EFT",1,360
7836367,04-MAY-17 07:46:58,"STANDARD","EFT",1,34.14
7836368,04-MAY-17 07:47:39,"STANDARD","XXDL_SUA_PYMT",1,271.01
7836369,04-MAY-17 07:47:59,"STANDARD","EFT",1,61.36
7836370,04-MAY-17 07:48:48,"STANDARD","EFT",1,125
7836371,04-MAY-17 07:48:49,"STANDARD","EFT",1,15.01
7836372,04-MAY-17 07:49:00,"STANDARD","CHECK",1,2505
7836373,04-MAY-17 07:49:24,"STANDARD","EFT",1,80.55
7836374,04-MAY-17 07:50:29,"STANDARD","EFT",1,110.29
7836375,04-MAY-17 07:50:59,"STANDARD","EFT",1,1671.01
7836376,04-MAY-17 07:52:39,"STANDARD","CHECK",1,59.8
7836377,04-MAY-17 07:52:44,"STANDARD","CHECK",1,6192.1
7836379,04-MAY-17 07:52:56,"STANDARD","EFT",1,317.22
7836381,04-MAY-17 07:53:11,"STANDARD","CHECK",1,80.82
7836382,04-MAY-17 07:53:20,"STANDARD","EFT",1,50.21
7836383,04-MAY-17 07:54:40,"STANDARD","CHECK",1,6898
7836384,04-MAY-17 07:56:03,"STANDARD","EFT",1,319
7836385,04-MAY-17 07:56:15,"STANDARD","EFT",1,35.33
7836386,04-MAY-17 07:57:24,"STANDARD","EFT",1,151.47
7836387,04-MAY-17 07:57:40,"STANDARD","XXDL_SUA_PYMT",1,223.5
7836388,04-MAY-17 07:58:01,"STANDARD","EFT",1,139
7836389,04-MAY-17 07:58:26,"STANDARD","EFT",1,20.2
7836390,04-MAY-17 07:59:13,"STANDARD","CHECK",1,166.25
7836392,04-MAY-17 08:00:13,"STANDARD","EFT",1,177.79
7836393,04-MAY-17 08:00:24,"STANDARD","CHECK",1,73.28
7836394,04-MAY-17 08:01:18,"STANDARD","EFT",1,2630.19
7836395,04-MAY-17 08:02:23,"STANDARD","EFT",1,94.56
7836396,04-MAY-17 08:02:26,"STANDARD","EFT",1,613.03
7836397,04-MAY-17 08:03:12,"STANDARD","EFT",1,188.48
7836398,04-MAY-17 08:03:35,"STANDARD","EFT",1,773.77
7836399,04-MAY-17 08:04:06,"STANDARD","EFT",1,177.59
7836400,04-MAY-17 08:04:17,"STANDARD","XXDL_SUA_PYMT",1,2221.75
7836401,04-MAY-17 08:05:14,"STANDARD","CHECK",1,542.43
7836402,04-MAY-17 08:05:52,"STANDARD","XXDL_SUA_PYMT",1,1136.45
7836403,04-MAY-17 08:06:22,"STANDARD","EFT",1,597.84
7836404,04-MAY-17 08:08:00,"STANDARD","CHECK",1,97.99
7836405,04-MAY-17 08:08:41,"STANDARD","EFT",1,130
7836406,04-MAY-17 08:09:20,"STANDARD","XXDL_SUA_PYMT",1,1051.66
7836407,04-MAY-17 08:09:32,"STANDARD","EFT",1,113.65
7836408,04-MAY-17 08:09:36,"STANDARD","EFT",1,611.94
7836409,04-MAY-17 08:10:07,"STANDARD","XXDL_SUA_PYMT",1,922.23
7836410,04-MAY-17 08:10:10,"STANDARD","EFT",1,140
7836411,04-MAY-17 08:10:18,"STANDARD","XXDL_SUA_PYMT",1,634
7836412,04-MAY-17 08:10:50,"STANDARD","EFT",1,23.95
7836413,04-MAY-17 08:11:18,"STANDARD","EFT",1,259.32
7836414,04-MAY-17 08:11:46,"STANDARD","EFT",1,390
7836415,04-MAY-17 08:12:02,"STANDARD","CHECK",1,1178.37
7836416,04-MAY-17 08:12:21,"STANDARD","EFT",1,140
7836417,04-MAY-17 08:13:09,"STANDARD","CHECK",1,287.6
7836418,04-MAY-17 08:13:19,"STANDARD","CHECK",1,363.97
7836419,04-MAY-17 08:14:29,"STANDARD","CHECK",1,18.77
7836420,04-MAY-17 08:14:30,"STANDARD","CHECK",1,28.15
7836421,04-MAY-17 08:15:47,"STANDARD","CHECK",1,1158.36
7836422,04-MAY-17 08:17:44,"STANDARD","CHECK",1,839.19
7836423,04-MAY-17 08:18:03,"STANDARD","CHECK",1,760.11
7836424,04-MAY-17 08:22:50,"STANDARD","CHECK",1,300
7836425,04-MAY-17 08:23:36,"STANDARD","EFT",1,47.89
7836426,04-MAY-17 08:24:59,"STANDARD","CHECK",1,781.23
7836427,04-MAY-17 08:26:12,"STANDARD","EFT",1,47.89
7836428,04-MAY-17 08:26:14,"STANDARD","XXDL_SUA_PYMT",1,786.56
7836429,04-MAY-17 08:29:14,"STANDARD","EFT",1,23.95
7836430,04-MAY-17 08:29:38,"STANDARD","CHECK",1,139.65
7836431,04-MAY-17 08:30:17,"STANDARD","CHECK",1,658.15
7836432,04-MAY-17 08:30:33,"STANDARD","XXDL_SUA_PYMT",1,1141.91
7836433,04-MAY-17 08:31:28,"STANDARD","CHECK",1,463.25
7836434,04-MAY-17 08:31:30,"STANDARD","CHECK",1,665.13
7836435,04-MAY-17 08:35:14,"STANDARD","CHECK",1,239.97
7836436,04-MAY-17 08:35:46,"STANDARD","CHECK",1,609
7836437,04-MAY-17 08:36:39,"STANDARD","CHECK",1,5380.83
7836438,04-MAY-17 08:37:52,"STANDARD","CHECK",1,523.66
7836439,04-MAY-17 08:39:06,"STANDARD","CHECK",1,1850
7836440,04-MAY-17 08:41:08,"STANDARD","EFT",1,207.34
7836470,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,26.16
7836471,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,219.6
7836472,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,845
7836473,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,49.94
7836474,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,57.8
7836475,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,291.29
7836476,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,34.35
7836477,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,306.89
7836478,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,39.99
7836479,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,153.72
7836480,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,428.15
7836481,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,389.17
7836493,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,29.27
7836494,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,265.01
7836495,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,46.09
7836496,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,220
7836498,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,20.05
7836499,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,2637.18
7836500,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,300
7836501,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,922.96
7836502,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,15.42
7836503,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,489.86
7836504,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,22.61
7836505,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,12.95
7836506,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,37.95
7836508,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1241.89
7836483,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,19.81
7836484,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,62.5
7836485,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1186.39
7836487,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,83.7
7836488,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,225.75
7836489,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,26.99
7836490,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,71.69
7836491,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,386.24
7836492,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,128.34
7836441,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,415.78
7836442,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,321.34
7836443,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,49.42
7836444,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,893.53
7836445,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,390
7836446,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,695
7836449,04-MAY-17 09:03:29,"EXPENSE REPORT","CHECK",1,124.25
7836450,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,158.2
7836451,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,396.72
7836455,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,79.9
7836456,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,257.77
7836457,04-MAY-17 09:03:29,"EXPENSE REPORT","CHECK",1,42.59
7836458,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,244.02
7836459,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,40.2
7836460,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,14.99
7836461,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,54.8
7836462,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,189.38
7836466,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,59.8
7836467,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,36.94
7836468,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,500
7836509,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,400
7836511,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,194.9
7836512,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,69.16
7836516,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,174.33
7836517,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1326.03
7836518,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,66
7836519,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,60.97
7836520,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,172.72
7836521,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,104.64
7836523,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1608.71
7836524,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,108.49
7836525,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,460.54
7836526,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,32.61
7836527,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,206.02
7836528,04-MAY-17 09:03:29,"PREPAYMENT","EFT",1,2580
7836529,04-MAY-17 09:03:29,"EXPENSE REPORT","CHECK",1,39.59
7836530,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,55.22
7836533,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,31.9
7836534,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,312.5
7836535,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,65
7836536,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,285.32
7836537,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,71.58
7836538,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,140.16
7836539,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,389.89
7836540,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,95.1
7836541,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1877.8
7836543,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,518.36
7836544,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,19
7836545,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,54.41
7836546,04-MAY-17 09:03:29,"PREPAYMENT","EFT",1,4640
7836547,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,1076.3
7836548,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,307.8
7836549,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,100
7836550,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,60
7836551,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,475
7836552,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,452
7836553,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,75.43
7836554,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,21.67
7836555,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,95.11
7836557,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,16.04
7836558,04-MAY-17 09:03:29,"EXPENSE REPORT","EFT",1,314.86
7836559,04-MAY-17 09:15:40,"STANDARD","CHECK",1,751.53
7836560,04-MAY-17 09:15:40,"STANDARD","CHECK",1,311.46
7836561,04-MAY-17 09:15:40,"STANDARD","WIRE",1,899.86
7836562,04-MAY-17 09:15:40,"STANDARD","EFT",1,895
7836563,04-MAY-17 09:15:40,"STANDARD","CHECK",1,113.9
7836564,04-MAY-17 09:15:40,"STANDARD","CHECK",1,106
7836565,04-MAY-17 09:15:40,"STANDARD","CHECK",1,420
7836566,04-MAY-17 09:15:40,"STANDARD","EFT",1,828.1
7836567,04-MAY-17 09:15:40,"STANDARD","CHECK",1,200
7836568,04-MAY-17 09:15:40,"STANDARD","CHECK",1,200
